# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sun Feb 09 16:31:59 GMT 2025 [seed=1739118718494]
# table.xml
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
153000	-777.3679856226476	-47.692056952707986	-729.6759286699396	0.3320102400643702	3.9446396198311366	0.744454557583991	1.0	1.0	-729.6759286699396	0.0	-47.987160418945194
154000	-773.2799230012747	-36.77641676849465	-736.5035062327801	0.3912846447403062	3.759494409820105	0.66937996383165	1.0	1.0	-736.5035062327801	0.0	-37.17782019070071
155000	-785.9346708739258	-44.67356149203839	-741.2611093818874	0.4362731762477679	4.258668100876079	0.6052939343384612	1.0	1.0	-741.2611093818874	0.0	-45.17560258911083
156000	-811.3274281163937	-50.632334969944544	-760.6950931464492	0.4357067795921362	4.600995591663242	0.8579741978093062	1.0	1.0	-760.6950931464492	0.0	-50.78551622239418
157000	-787.058738612234	-47.693730816646564	-739.3650077955874	0.5307877542257736	4.792295247163205	0.7879790028171456	1.0	1.0	-739.3650077955874	0.0	-47.93201465231692
158000	-796.9033967046316	-54.679421113748376	-742.2239755908832	0.37986486013307597	4.55316558303614	0.9160972733376422	1.0	1.0	-742.2239755908832	0.0	-54.76705384011443
159000	-776.586274605301	-42.460780466492544	-734.1254941388084	1.330659886896907	5.6996222901648705	0.6287649480790279	1.0	1.0	-734.1254941388084	0.0	-42.924778250082525
160000	-787.3544300466831	-52.53812280826768	-734.8163072384154	0.5130481196599943	4.713145158946623	0.8433928448033335	1.0	1.0	-734.8163072384154	0.0	-52.708445229745564
161000	-789.1126514345697	-42.63294848543984	-746.4797029491299	0.39422012413732854	4.040455630186438	0.6332932396261071	1.0	1.0	-746.4797029491299	0.0	-43.08977019581292
162000	-779.7414596732116	-43.60198404770952	-736.1394756255021	0.43768637512446684	3.9043619190291574	0.7673182722796777	1.0	1.0	-736.1394756255021	0.0	-43.866837654075475
163000	-794.1331076870267	-50.18094972465994	-743.9521579623668	0.33218538599449093	3.7930541771398305	0.7159668881505045	1.0	1.0	-743.9521579623668	0.0	-50.51507108337059
164000	-807.300824351433	-57.44612992226291	-749.8546944291701	0.5769701212222674	4.709070008497995	0.8504670400232883	1.0	1.0	-749.8546944291701	0.0	-57.60809954382695
165000	-798.7681002637336	-45.789418885601656	-752.9786813781319	0.3402867571575882	3.9296902851239937	0.6156583230842463	1.0	1.0	-752.9786813781319	0.0	-46.274482025274494
166000	-787.4691709533909	-49.16393302422326	-738.3052379291676	0.3600207254674719	3.947053436440059	0.7723125190941189	1.0	1.0	-738.3052379291676	0.0	-49.422299017637634
167000	-788.3088632647368	-45.99962619242804	-742.3092370723087	0.30072463427280177	3.667033463390423	0.603277675232074	1.0	1.0	-742.3092370723087	0.0	-46.50500389109031
168000	-780.4016243366277	-46.33544588313626	-734.0661784534915	0.3036386408204774	3.7038713464300232	0.6556339409161149	1.0	1.0	-734.0661784534915	0.0	-46.7575985458398
169000	-782.3276287899882	-41.27713260083243	-741.0504961891558	0.2839901587459015	3.5943026799706304	0.6550285867248147	1.0	1.0	-741.0504961891558	0.0	-41.700209001296955
170000	-777.6153185541463	-37.64407348443993	-739.9712450697064	0.71605986501202	4.280198394210535	0.6110329395806311	1.0	1.0	-739.9712450697064	0.0	-38.136677894789635
171000	-775.0134801598235	-34.271032020124835	-740.7424481396987	0.4492549058951735	3.490170130017892	0.5553133342779332	1.0	1.0	-740.7424481396987	0.0	-34.859254778421516
172000	-771.1964784595865	-40.20572188746469	-730.9907565721218	0.5084294220119882	3.8162039338305456	0.6783768522221201	1.0	1.0	-730.9907565721218	0.0	-40.59377420370607
173000	-774.129799678432	-48.34749003048799	-725.7823096479441	0.3140227684069801	3.7891572261241433	0.6954545979302234	1.0	1.0	-725.7823096479441	0.0	-48.710679580012645
174000	-779.0160699460466	-36.19497780756139	-742.8210921384853	0.49117145980001187	3.8840348892134173	0.5731634170666746	1.0	1.0	-742.8210921384853	0.0	-36.75156221493043
175000	-773.9105945277422	-39.46783668902801	-734.4427578387142	0.43447786289853235	4.112040753990212	0.7239881810447649	1.0	1.0	-734.4427578387142	0.0	-39.79081690030144
176000	-787.8112453302859	-43.669916857786426	-744.1413284724995	0.47438843634355343	4.585328207046457	0.7563490832012516	1.0	1.0	-744.1413284724995	0.0	-43.94916911691662
177000	-797.4706124984106	-52.8394812885852	-744.6311312098254	0.38407436148729274	4.288134313776621	0.9898720090727229	1.0	1.0	-744.6311312098254	0.0	-52.84966091658144
178000	-783.0227559958068	-52.461158959728856	-730.561597036078	0.26204548804643785	3.8433404962437763	0.9097114366793387	1.0	1.0	-730.561597036078	0.0	-52.555786792057866
179000	-798.3632267363213	-60.39329588899298	-737.9699308473283	0.28220749151922014	4.04245266287429	1.106446260919848	1.0	1.0	-737.9699308473283	0.0	-60.29214257640741
180000	-779.3736821658276	-51.307986175696676	-728.065695990131	0.2289633635161604	3.607930790966004	0.8817152865499506	1.0	1.0	-728.065695990131	0.0	-51.43387225516965
181000	-789.7034399422026	-43.739602937700774	-745.9638370045019	0.2271267988406073	3.3794832575771325	0.6048101722658689	1.0	1.0	-745.9638370045019	0.0	-44.242443572756315
182000	-795.9427136336859	-56.55285915847873	-739.3898544752071	0.25658452274750154	3.9136100812855914	0.8077071034930803	1.0	1.0	-739.3898544752071	0.0	-56.766414940354046
183000	-768.9820573501206	-46.264719473120564	-722.7173378770001	0.2686489264051413	3.516070138125971	0.8043719437447113	1.0	1.0	-722.7173378770001	0.0	-46.48241297331985
184000	-780.6353423580213	-47.998305388445964	-732.6370369695753	0.2733270640190648	3.742552603131509	0.763584380122037	1.0	1.0	-732.6370369695753	0.0	-48.268037031381844
185000	-778.9403102883518	-48.76574030067182	-730.17456998768	0.2705242185367734	3.7328042984568297	0.7174557220318312	1.0	1.0	-730.17456998768	0.0	-49.09778434539826
186000	-775.8785722776043	-44.682359765135935	-731.1962125124684	0.2539227979442421	3.339376855161703	0.6578154332325856	1.0	1.0	-731.1962125124684	0.0	-45.10119064876625
187000	-779.0916483760815	-42.013919502453774	-737.0777288736277	0.32942248280824316	3.7940183608406897	0.6305706110724962	1.0	1.0	-737.0777288736277	0.0	-42.475049640136774
188000	-770.2461948066381	-32.171102599279344	-738.0750922073587	0.28274475072326727	3.3785464303717063	0.6061208277219554	1.0	1.0	-738.0750922073587	0.0	-32.671778526407
189000	-770.209699974459	-43.50567464570542	-726.7040253287536	0.3138863272444078	3.725701815730373	0.8501983942060722	1.0	1.0	-726.7040253287536	0.0	-43.66796019750952
190000	-782.0364339248008	-52.41209392868241	-729.6243399961184	0.2849100054725987	3.9228234842732363	0.6749711851768924	1.0	1.0	-729.6243399961184	0.0	-52.805179206349976
191000	-773.2104341632726	-41.09213253409487	-732.1183016291777	0.5721545929978306	4.0932150096820505	0.7501594484970835	1.0	1.0	-732.1183016291777	0.0	-41.37960203116624
192000	-768.3511274405073	-42.97434843399791	-725.3767790065094	0.3844811992012854	3.889047688238956	0.7541413494454673	1.0	1.0	-725.3767790065094	0.0	-43.25652389645357
193000	-770.9440144718706	-42.61263007711744	-728.3313843947532	0.48643141151645897	4.022420758456406	0.8794949938109452	1.0	1.0	-728.3313843947532	0.0	-42.74103748404345
194000	-783.1167555767871	-52.423877175147176	-730.69287840164	0.4970961978217009	4.795317773685439	0.8367391887228933	1.0	1.0	-730.69287840164	0.0	-52.60212003469954
195000	-785.1594231808649	-34.552452027709556	-750.6069711531553	0.5911696032093268	3.9808500353001475	0.639026437846992	1.0	1.0	-750.6069711531553	0.0	-35.00026147940752
196000	-784.6337849875025	-48.61514913597141	-736.0186358515311	0.5391356952094158	4.604784533890785	0.6819210975669209	1.0	1.0	-736.0186358515311	0.0	-48.99799045654007
197000	-784.508938288405	-51.683037530157364	-732.8259007582477	0.479008847808117	4.421431206898736	0.9612848787571151	1.0	1.0	-732.8259007582477	0.0	-51.72252200420504
198000	-773.8547159085776	-41.520502757646796	-732.3342131509309	0.4382676390725397	3.862640908844457	0.7026542070741267	1.0	1.0	-732.3342131509309	0.0	-41.87339314768089
199000	-792.9032734503237	-57.55733728546147	-735.3459361648622	2.5130090025768137	8.656252559272977	0.9205994871660029	1.0	1.0	-735.3459361648622	0.0	-57.640067490145526
200000	-792.8177919786217	-57.32005370643378	-735.4977382721879	1.2317245533291046	6.052762128988561	0.6731027331110916	1.0	1.0	-735.4977382721879	0.0	-57.71591101794447
201000	-786.6411514491668	-42.40053049024399	-744.2406209589228	0.24328845658310475	3.602585624361327	0.6506360306307095	1.0	1.0	-744.2406209589228	0.0	-42.83033537612129
202000	-784.6384675639762	-41.563902415993546	-743.0745651479826	0.3391835933520381	3.7989767829498566	0.5662792106594978	1.0	1.0	-743.0745651479826	0.0	-42.13257043337527
203000	-794.0652088378885	-48.300616320663536	-745.764592517225	0.43086258525201043	4.143749649803672	0.9028874514471634	1.0	1.0	-745.764592517225	0.0	-48.402773692502635
204000	-779.3370554375495	-42.93049571388732	-736.4065597236621	0.5069626539641439	4.140634313812982	0.6689110989684418	1.0	1.0	-736.4065597236621	0.0	-43.332599828036145
205000	-755.3922578761715	-41.3204320818547	-714.0718257943167	1.037045711734322	5.046397183951123	0.6525665872295139	1.0	1.0	-714.0718257943167	0.0	-41.74727417747273
206000	-781.4736711893388	-47.301536154478015	-734.1721350348607	0.42807906825573866	3.9115450730877117	0.7450310309820284	1.0	1.0	-734.1721350348607	0.0	-47.59586556364311
207000	-782.6790359892029	-46.59411271999191	-736.084923269211	0.3296316778564745	3.6893936793535014	0.8310944305028194	1.0	1.0	-736.084923269211	0.0	-46.779124575813725
208000	-787.2383306264699	-51.97323188367819	-735.2650987427917	0.310509501495188	4.075518616427997	0.834371724149865	1.0	1.0	-735.2650987427917	0.0	-52.15430814721189
209000	-767.3022983466412	-39.794781324759576	-727.5075170218817	0.32307181157157716	3.3730676104368373	0.782980293856411	1.0	1.0	-727.5075170218817	0.0	-40.03942907557619
210000	-775.2547101288252	-45.868339095651244	-729.386371033174	0.4039240039175575	3.9342054152123724	0.7198594754771669	1.0	1.0	-729.386371033174	0.0	-46.19703835464033
211000	-773.6655895680752	-39.10561354697178	-734.5599760211035	0.2863452962002023	3.402684044275835	0.5659257386486882	1.0	1.0	-734.5599760211035	0.0	-39.674905960179565
212000	-784.9458880432401	-54.35245546289298	-730.5934325803471	0.2669440737536745	4.15971496435495	0.7730448479592253	1.0	1.0	-730.5934325803471	0.0	-54.609873676932125
213000	-773.6110955041112	-48.971936461968475	-724.6391590421428	0.3767376226437806	4.060179317316266	0.7618191217952659	1.0	1.0	-724.6391590421428	0.0	-49.24398258643343
214000	-778.2449852289504	-46.18743390568587	-732.0575513232645	0.3804777205435578	3.937262079649617	0.7542301395163488	1.0	1.0	-732.0575513232645	0.0	-46.46949163842888
215000	-769.8152203953256	-37.478800918266316	-732.3364194770593	0.4001201869947758	3.6822181086354187	0.8420329888776392	1.0	1.0	-732.3364194770593	0.0	-37.65073700460397
216000	-798.0404769044577	-57.14443897848401	-740.8960379259737	0.8966351645698704	5.852464735044405	0.8216411172133516	1.0	1.0	-740.8960379259737	0.0	-57.34089055483022
217000	-804.3917286428588	-58.754859382303486	-745.6368692605553	3.0387592793617144	9.58302361636237	0.9060483545774134	1.0	1.0	-745.6368692605553	0.0	-58.85352198518855
218000	-788.7444810188847	-53.82050402264312	-734.9239769962415	0.38945188886293025	4.092067285477181	0.8305460657622749	1.0	1.0	-734.9239769962415	0.0	-54.00617590662588
219000	-764.934828919515	-41.10578282600557	-723.8290460935094	0.42985649084470445	3.8032106424746455	0.6153028185877999	1.0	1.0	-723.8290460935094	0.0	-41.59142357043667
220000	-772.71797948836	-44.99355100321598	-727.724428485144	0.34575948081472846	3.884575832310116	0.7437461666295881	1.0	1.0	-727.724428485144	0.0	-45.289606479482984
221000	-774.7785436322238	-42.55747894263092	-732.2210646895928	0.3538698461624769	3.823528347329998	0.5427990162171027	1.0	1.0	-732.2210646895928	0.0	-43.16849510609637
222000	-775.323570934466	-48.961938640611386	-726.3616322938547	0.24762607309692158	3.758323691469265	0.8083231390000182	1.0	1.0	-726.3616322938547	0.0	-49.17473201653589
223000	-792.2705914842538	-53.20314765035717	-739.0674438338966	0.3270997504482243	4.035785449202844	0.6815571859372126	1.0	1.0	-739.0674438338966	0.0	-53.58652276987629
224000	-767.3661985571161	-34.9346486619946	-732.4315498951215	0.31978080991164776	3.5774470497869735	0.6118433878111715	1.0	1.0	-732.4315498951215	0.0	-35.42592759350226
225000	-784.8873723307083	-49.13039604156162	-735.7569762891467	0.40951937734881666	4.143396919664795	0.6291344752398407	1.0	1.0	-735.7569762891467	0.0	-49.593806294599325
226000	-767.2383962711448	-46.07857336561426	-721.1598229055305	0.2973544921754443	3.8884108645496154	0.7219958418613821	1.0	1.0	-721.1598229055305	0.0	-46.40430926493487
227000	-755.8987289397298	-31.791912752342967	-724.1068161873869	0.28343724568085715	3.2981939247596195	0.6202275396742761	1.0	1.0	-724.1068161873869	0.0	-32.26958162115911
228000	-776.0019780305598	-49.985576755131014	-726.0164012754288	0.2775198695427205	3.7941983024088337	0.8158180105600371	1.0	1.0	-726.0164012754288	0.0	-50.18914073031752
229000	-782.2720522146573	-51.16651690195934	-731.105535312698	0.23455985926139614	3.5051651479165233	0.8890360185013789	1.0	1.0	-731.105535312698	0.0	-51.284134430518684
230000	-786.5349571219349	-47.65955461294353	-738.8754025089913	0.2622279575655855	3.474063076434647	0.7884249899021647	1.0	1.0	-738.8754025089913	0.0	-47.89727262018542
231000	-778.0133685342735	-50.987648073730035	-727.0257204605434	0.2771456961318509	3.7229903548776884	0.7364175222377678	1.0	1.0	-727.0257204605434	0.0	-51.29360610919978
232000	-769.8232760835044	-37.51962744151875	-732.3036486419857	0.2561562059806244	3.2707304800791275	0.7212294918161362	1.0	1.0	-732.3036486419857	0.0	-37.846425337326515
233000	-773.9014601000735	-41.21779802419221	-732.6836620758812	0.3071510483432968	3.514523763686962	0.6908722079063898	1.0	1.0	-732.6836620758812	0.0	-41.58759843443657
234000	-775.0703251639364	-42.45827170597998	-732.6120534579564	0.2393455888264087	3.5039145107765948	0.7928250941892766	1.0	1.0	-732.6120534579564	0.0	-42.69042434985714
235000	-773.33660609366	-39.71397311257381	-733.6226329810861	0.23531984529086708	3.3526939367090742	0.7037986284617067	1.0	1.0	-733.6226329810861	0.0	-40.06523611545174
236000	-777.7648084194344	-41.67241404615101	-736.0923943732834	0.25028446067117716	3.3273835659990403	0.664699843604639	1.0	1.0	-736.0923943732834	0.0	-42.08083374939273
237000	-769.642618727495	-40.62976816038447	-729.0128505671105	0.3284819301948813	3.3123795740207775	0.7778419721332852	1.0	1.0	-729.0128505671105	0.0	-40.88100005649127
238000	-768.7154305830231	-39.0074926024272	-729.707937980596	0.28903787469518805	3.2166625265296176	0.7775462740919121	1.0	1.0	-729.707937980596	0.0	-39.259104722630006
239000	-771.2478648585121	-37.769385942266645	-733.4784789162454	0.28184835594545493	3.20491408136476	0.5914148014811403	1.0	1.0	-733.4784789162454	0.0	-38.294623586295536
240000	-785.6689095095139	-44.015822744782724	-741.6530867647313	0.35753435352931084	3.62626888637328	0.676479038030335	1.0	1.0	-741.6530867647313	0.0	-44.40667656256633
241000	-781.1002592243301	-37.01616644178215	-744.0840927825479	0.25603773224724863	3.196050927119326	0.7162812568853908	1.0	1.0	-744.0840927825479	0.0	-37.3498488140769
242000	-807.3376604291236	-53.942013698722505	-753.3956467304012	0.2708499705206479	3.83521075776892	0.9335975951435241	1.0	1.0	-753.3956467304012	0.0	-54.010723472651534
243000	-802.2950306966529	-56.02859889919367	-746.2664317974593	0.3272502538909587	4.276585645903315	0.6644421571666201	1.0	1.0	-746.2664317974593	0.0	-56.437406350984595
244000	-799.9810757231551	-37.15380407737582	-762.8272716457792	0.44768933272920447	3.814282635973576	0.7431319195234651	1.0	1.0	-762.8272716457792	0.0	-37.45068577759055
245000	-784.2668378094772	-34.365829704019745	-749.9010081054575	0.33919634297397644	3.444593121333488	0.6642303900925852	1.0	1.0	-749.9010081054575	0.0	-34.77495592069562
246000	-785.9928623466993	-41.99237851019199	-744.0004838365073	0.3941079615599522	3.9043641245087923	0.6853951324668391	1.0	1.0	-744.0004838365073	0.0	-42.37013828151961
247000	-783.7805667073042	-32.121131960498644	-751.6594347468056	0.3379765186517316	3.4002898381866276	0.6381278591905732	1.0	1.0	-751.6594347468056	0.0	-32.57034856997978
248000	-805.8472338812121	-57.27918438780965	-748.5680494934024	0.3898526168422283	4.366786062496199	0.9610528721253512	1.0	1.0	-748.5680494934024	0.0	-57.318910241534525
249000	-767.0717947015202	-37.14272638764039	-729.9290683138797	0.2885426061142412	3.4402121173075897	0.6343505110256471	1.0	1.0	-729.9290683138797	0.0	-37.597880008466774
250000	-780.6755295378912	-39.27820187188944	-741.3973276660017	0.2889781827556937	3.2056417764822225	0.625402085168564	1.0	1.0	-741.3973276660017	0.0	-39.747562371737494
251000	-785.004853404748	-29.418797949439284	-755.5860554553087	0.21428452360524752	2.774869333911759	0.603895797495526	1.0	1.0	-755.5860554553087	0.0	-29.923151566092738
252000	-783.2634359140794	-41.47974890729836	-741.7836870067811	0.2214073084518669	3.244776174080889	0.5578434820523119	1.0	1.0	-741.7836870067811	0.0	-42.06342576138022
253000	-788.9816756972726	-47.28773925716873	-741.6939364401039	0.31477825429273076	3.7474809446470845	0.6389997563921282	1.0	1.0	-741.6939364401039	0.0	-47.735590463026334
254000	-789.0297283081703	-41.232590120458916	-747.7971381877114	0.38838972531008764	3.8951377392353908	0.8384022597056914	1.0	1.0	-747.7971381877114	0.0	-41.40884739063821
255000	-778.3256971848396	-36.43267631982281	-741.8930208650168	0.2538731111598365	3.2742449509790568	0.5715859965971775	1.0	1.0	-741.8930208650168	0.0	-36.99201665167464
256000	-776.3342893657677	-42.88436780019263	-733.4499215655751	0.2539180513584883	3.7185373296807556	0.7345283229027164	1.0	1.0	-733.4499215655751	0.0	-43.19289452353088
257000	-768.9056348167402	-30.436869003633003	-738.4687658131072	0.258587572515986	3.1722433439222453	0.5346180593606096	1.0	1.0	-738.4687658131072	0.0	-31.06307169842974
258000	-776.7990922561943	-38.55118334115831	-738.247908915036	0.3732820827560308	3.6811512471247894	0.650438245119647	1.0	1.0	-738.247908915036	0.0	-38.98129226119611
259000	-766.1268737863654	-35.999774272331635	-730.1270995140338	0.31250680070424786	3.485641722285654	0.7771319039644095	1.0	1.0	-730.1270995140338	0.0	-36.251919454801815
260000	-792.3106624433829	-47.723414136163306	-744.5872483072195	0.3667521652459005	3.9765981815162545	0.7604339253089089	1.0	1.0	-744.5872483072195	0.0	-47.99728019046361
261000	-772.5107857719142	-38.26988030453466	-734.2409054673795	0.37764429184129406	3.5955035760053313	0.5755537683493315	1.0	1.0	-734.2409054673795	0.0	-38.82230293080882
262000	-758.9196200085464	-29.793972611747968	-729.1256473967984	0.37900577680151293	3.494623412677381	0.5444719714497207	1.0	1.0	-729.1256473967984	0.0	-30.40191142546005
263000	-786.2939709774813	-51.55441961138423	-734.7395513660971	0.3607211353014386	4.291517907922556	0.5989923469155294	1.0	1.0	-734.7395513660971	0.0	-52.06692606878733
264000	-775.3916562292244	-41.08115113521417	-734.3105050940102	0.2647068460477273	3.3853109972792326	0.7631225948411473	1.0	1.0	-734.3105050940102	0.0	-41.351487721079565
265000	-794.9338273412568	-60.023131325378735	-734.9106960158781	0.3440271770603581	4.3761505325697065	0.8835477521858682	1.0	1.0	-734.9106960158781	0.0	-60.14694126520122
266000	-785.81622949312	-49.17214314831967	-736.6440863448003	0.2495610678510392	3.6534568567729133	0.7662638966764473	1.0	1.0	-736.6440863448003	0.0	-49.438371804279576
267000	-791.6796182520495	-53.45642914013465	-738.2231891119148	0.26339047134922344	3.7917274588136443	0.9028902865091681	1.0	1.0	-738.2231891119148	0.0	-53.558583371983765
268000	-770.7675956660795	-45.77977311881912	-724.9878225472604	0.2758264274123965	3.433576062468778	0.6215394517803143	1.0	1.0	-724.9878225472604	0.0	-46.25532901055797
269000	-765.7326682279536	-28.819119212313105	-736.9135490156405	0.28348628161188827	3.1616002609150096	0.5762138602827838	1.0	1.0	-736.9135490156405	0.0	-29.370395614315434
270000	-803.530887544675	-56.07942669674316	-747.4514608479318	0.31633255639827507	4.285083177251082	0.7378583485812324	1.0	1.0	-747.4514608479318	0.0	-56.38343010915936
271000	-796.0400582705231	-52.8599065193356	-743.1801517511875	0.31068645287863994	4.196046486691976	0.7391570188894455	1.0	1.0	-743.1801517511875	0.0	-53.1621514251425
272000	-769.9197109970155	-37.1912154463882	-732.7284955506273	0.27752516605612093	3.1811983592059243	0.6399435718707521	1.0	1.0	-732.7284955506273	0.0	-37.63759072187563
273000	-795.3322228225436	-58.21639691758212	-737.1158259049615	0.3704530473769931	4.370949186530313	0.8029366942745498	1.0	1.0	-737.1158259049615	0.0	-58.43587632226507
274000	-789.2539824024664	-45.11474308349767	-744.1392393189686	0.4073186581314703	3.8755021689213325	0.5863870738788662	1.0	1.0	-744.1392393189686	0.0	-45.64851825535092
275000	-804.536083554193	-62.729096208095314	-741.8069873460977	0.3608344907200414	4.476761597225729	0.7393410885684368	1.0	1.0	-741.8069873460977	0.0	-63.03109211841278
276000	-793.9853636243637	-45.392394696192916	-748.5929689281708	0.40119675391135684	3.7461974429796743	0.8074410763576515	1.0	1.0	-748.5929689281708	0.0	-45.606279893215586
277000	-766.1417013980589	-34.611164300124855	-731.530537097934	0.21214173485375135	3.2082112282454753	0.6806589221337619	1.0	1.0	-731.530537097934	0.0	-34.995858246999376
278000	-774.1427465790103	-42.33609195563992	-731.8066546233704	0.31817616972513396	3.4403074406790877	0.9008879785090318	1.0	1.0	-731.8066546233704	0.0	-42.440466314941965
279000	-761.2540898180863	-34.944838642538436	-726.3092511755478	0.2284819245955889	3.0069357501095295	0.6796852902186095	1.0	1.0	-726.3092511755478	0.0	-35.33096403900132
280000	-792.6110679771525	-51.86170448092226	-740.7493634962302	0.29816778123803944	3.921414692070081	0.681910402603695	1.0	1.0	-740.7493634962302	0.0	-52.244561485192655
281000	-785.7299464067682	-48.637913856242406	-737.0920325505258	0.4457182301131377	4.118919488863381	0.7327423283363793	1.0	1.0	-737.0920325505258	0.0	-48.94887502539594
282000	-779.0049982508915	-43.47820929871064	-735.5267889521808	1.8799007092986477	6.809360538297313	0.6667807638812512	1.0	1.0	-735.5267889521808	0.0	-43.88350327566065
283000	-766.5259321811579	-40.91641998253194	-725.609512198626	0.5452213315751148	4.1429754113138895	0.6916983622350529	1.0	1.0	-725.609512198626	0.0	-41.28502529366912
284000	-779.1311413435848	-50.9234671112259	-728.2076742323588	0.6773366018715921	4.786150064677978	0.7251367532516201	1.0	1.0	-728.2076742323588	0.0	-51.24486212798615
285000	-776.7820427364784	-41.3969551253331	-735.3850876111453	0.4965710618865909	4.0571523449315405	0.7214407152916733	1.0	1.0	-735.3850876111453	0.0	-41.7234601981852
286000	-786.2110794985114	-34.077208603534665	-752.1338708949767	0.4464317812868326	3.512421394544503	0.6656412821443725	1.0	1.0	-752.1338708949767	0.0	-34.484212972500586
287000	-786.5653175049642	-41.66224046920371	-744.9030770357606	0.7712274433936867	4.929544608901177	0.7052687987206562	1.0	1.0	-744.9030770357606	0.0	-42.01141674327921
288000	-793.2959118937326	-50.73279753667035	-742.5631143570623	0.4098744724271337	4.03471010238275	0.7069786391159243	1.0	1.0	-742.5631143570623	0.0	-51.07955236364683
289000	-794.1838829305332	-51.029822474603236	-743.15406045593	0.3947363906265328	4.223868585502159	0.9394990893177724	1.0	1.0	-743.15406045593	0.0	-51.092230904078754
290000	-784.2429696546902	-47.2569265322129	-736.9860431224773	0.3052192355043561	3.661494959224961	0.6843150866775002	1.0	1.0	-736.9860431224773	0.0	-47.636263346623196
291000	-779.1146027276766	-47.12813558832931	-731.9864671393473	0.268237613039811	3.454094750808126	0.7144765745995857	1.0	1.0	-731.9864671393473	0.0	-47.4643406562238
292000	-781.1482234788635	-52.20017044099809	-728.9480530378654	0.3562423787878631	4.241786771642894	0.7946422673687669	1.0	1.0	-728.9480530378654	0.0	-52.430033684768894
293000	-822.2721953085041	-61.00177006011281	-761.2704252483913	0.306930251716376	4.240551461981079	0.7727885715470749	1.0	1.0	-761.2704252483913	0.0	-61.259519844696705
294000	-803.9817416424744	-60.239705897181956	-743.7420357452925	0.28320625203854705	4.367298631642978	0.9996653671254665	1.0	1.0	-743.7420357452925	0.0	-60.240040586078514
295000	-779.6946438305554	-48.00266028665287	-731.6919835439026	0.4000691368209479	4.190650436643396	0.672977728240985	1.0	1.0	-731.6919835439026	0.0	-48.398703329810445
296000	-772.8573555648111	-38.57369717830023	-734.2836583865109	0.31950880488295036	3.672496665407804	0.7663695860618336	1.0	1.0	-734.2836583865109	0.0	-38.83978791559042
297000	-788.2007147596678	-48.90770033160817	-739.2930144280596	0.4056723096877305	4.199343260996834	0.775694693501063	1.0	1.0	-739.2930144280596	0.0	-49.16169660405334
298000	-790.7751207399405	-49.091932433699185	-741.6831883062413	0.3754223751285084	4.001035203303531	0.907534965167615	1.0	1.0	-741.6831883062413	0.0	-49.18895561819417
299000	-785.5440560996823	-52.332044214624425	-733.2120118850579	0.3715055555231096	3.8515897696251002	0.7328257890353299	1.0	1.0	-733.2120118850579	0.0	-52.64289148842496
300000	-787.5980683156083	-47.381965161741945	-740.2161031538664	0.3533775386875505	3.874689699165908	0.7266373959708388	1.0	1.0	-740.2161031538664	0.0	-47.701292855214376
301000	-774.9446323717777	-42.439749718393735	-732.504882653384	0.36485983622693924	3.7046608003840293	0.7144724164623707	1.0	1.0	-732.504882653384	0.0	-42.77596060614218
302000	-777.2519185083146	-36.3253731716345	-740.9265453366801	0.2815092583213926	3.2818348821517813	0.5316025015204912	1.0	1.0	-740.9265453366801	0.0	-36.95723241816431
303000	-776.9807715534057	-42.05346378868242	-734.9273077647233	0.3478762301137584	3.948041701761721	0.660887482248523	1.0	1.0	-734.9273077647233	0.0	-42.46763546584969
304000	-786.1470634257092	-51.740634216462624	-734.4064292092467	0.5094850928089605	4.602607140681371	0.9573668031368999	1.0	1.0	-734.4064292092467	0.0	-51.78420289308187
305000	-790.2055038250081	-54.63044823413976	-735.5750555908684	0.32333436880316746	4.182476779541252	0.6558892532150349	1.0	1.0	-735.5750555908684	0.0	-55.05221155976823
306000	-787.8799325761377	-53.91757715090177	-733.9623554252358	0.3483482845265123	4.295885721714478	0.9068159040194204	1.0	1.0	-733.9623554252358	0.0	-54.0153929728056
307000	-795.0029582565425	-54.097462723152645	-740.9054955333899	0.3559289388404785	4.480249853470067	0.7874586005105919	1.0	1.0	-740.9054955333899	0.0	-54.336407203617036
308000	-769.175120764259	-31.486918772866854	-737.6882019913921	0.4790666376828355	3.856257928115807	0.6540266541200783	1.0	1.0	-737.6882019913921	0.0	-31.911525945706938
309000	-789.7434906824058	-43.02870765929824	-746.7147830231075	0.3694979354222176	4.0444382982562335	0.6894712495132865	1.0	1.0	-746.7147830231075	0.0	-43.400537939524035
310000	-776.3292680356755	-36.84044985759137	-739.4888181780841	0.36865613350929544	3.653831905756229	0.710042609955836	1.0	1.0	-739.4888181780841	0.0	-37.182880154336566
311000	-773.9072070432715	-33.38329057840942	-740.523916464862	0.32232794883436844	3.25287723737521	0.6082700182305822	1.0	1.0	-740.523916464862	0.0	-33.880426965100646
312000	-782.2467995555534	-40.889410687417325	-741.357388868136	0.3128932219269925	3.6410679520329228	0.6214299242964905	1.0	1.0	-741.357388868136	0.0	-41.36514281436553
313000	-783.7977638591032	-40.35332051918177	-743.4444433399213	0.31893491955119874	3.656176621132604	0.7619666843382564	1.0	1.0	-743.4444433399213	0.0	-40.62517296479389
