# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sun Feb 09 16:31:59 GMT 2025 [seed=1739118718494]
# table.xml
state	table
746000	"101111110110001001000100000000001000110010001000001001010000000101101000001111100010010111001"
747000	"111010111110011000000100010000011000000110100010000010010000100110110000001101000000110010001"
748000	"011010100110111000000000110100011000100010100000000010010010000101101001011001100000000110001"
749000	"111010100110011000000000011000011000000010000000000010011000011110001000000111000001000000000"
750000	"111011111110011000000000010000011000110110100000000010011000001110010100001111000011010110011"
751000	"111110101110111000000100011001001000100010101000000010011000001011111000001111000001001110101"
752000	"111011101010110010010001010001101000100011001001110000011000000111110100000011000001000010001"
753000	"111011100110111000000000010001011000110010001000100010010000001110011000000111100000001110001"
754000	"111010110110011000100000000001101000110010001000000000010000000011011000110011100001000010101"
755000	"111010100110111000000101011000111010100010001000000010011000001110011000000111100001000110001"
756000	"111011100110111000010001011001011100000001001000000110000000001111111000100101000000000100011"
757000	"101110110110111000001001011001111000110010000000001010010000000010101001110011000000000110011"
758000	"111011111110101000000100001001111000110010001000101110111000001110101000101111100000000010111"
759000	"111010100110001000000100010000111000110000010000100000011100001110101000000001000000000110001"
760000	"111110101110111000100100011000011010100010001000100010010000001011101100000110000001000110001"
761000	"101001100100000000101000110001011111110100001000000000010001000001011000110000000001010111111"
762000	"111000000010101010100000111000101000000000001001000100011000010011110001000010000000010110001"
763000	"111111100110111000000000010000011000100010001000100110011000011110110101100111110000000110001"
764000	"111011101110101000000000010001101000110010001000000000011000000110011000000111000000000110001"
765000	"111010100110001000100000010001111000100010001000000010010000001111101010000111000001000110011"
766000	"111011101110001000000000011001011000000010000000100000011000001011111000001111000000001110001"
767000	"111010101110110000000100011001011000110010001000000000010000000111111001100111100001000110101"
768000	"111010100110111000000000010000011000100010001000100010011000001111110000001111000001000110001"
769000	"111010101110011000100000010001011000100010000000100010011000001010101000001011000000000110001"
770000	"111011101110111000000000011001111000010010001000000010011000000111111000100011100001100110001"
771000	"111010101110111010101000011000011001100010000001000010001000001111111000000111110001001010101"
772000	"111010101110111000000000011001011000100010000000000010011000001111101000001011000000010110001"
773000	"111011101110111000000000010001001000100010000000000010011000001111111000000011000000000110111"
774000	"111011101110110010000100011001001000100010001000000010010000001111111001000111000000000110101"
775000	"111010100110111010100000011000111000101010000000000010011000001011111000001111000000000110001"
776000	"111010100110110000000000011001011000100010001000000011010000001111111000000111100000000110001"
777000	"111010111110111000000000000001011000110010001000000010011000001111101000000111000011000110101"
778000	"111011100110100000000000010001011000100010001000000010010000000011111000101111100000000110000"
779000	"111011101110101010000000011000011000100010011000000010010000001111111010000011000000000110001"
780000	"111010100110101000000000011001111000100010001000000010011000001011111000000111001001111110011"
781000	"111111111110100000100000011000011000100010001000000010011000000110111000010111100000010010001"
782000	"111010100110110010000000011001011000100010001000000010011000000111111000000111000001000110100"
783000	"111000100110100000000000011001011000100010001000000010010000000011111000000111000001000110001"
784000	"111011111110111000100000011001001000100010001000000000011000001111111001001011000011000110001"
785000	"111010100110111000000000011000111000100010001000100010011000001110110000011111000100000110010"
786000	"111010100110011000000000010001011000100010001000000010011000001111111000000111000000000110001"
787000	"111011100010001000000000010001011000100010001000000000011000001110111110000110000010000110001"
788000	"111010101110111000100010011000011000100010001000100000011000001110100000100111100000000110001"
789000	"111010110110011010000100011000011001100010001000100010010000001110111001000011100001010110001"
790000	"111010110110111000000001011000011000100110001000100010011000001111101000000010000001000111001"
791000	"111010101110110010000000010000011000100010001000000010011000001111111000001111000001000110011"
792000	"111010101110011000000000011000111001100010000000100010011000001111101000000011000000100110001"
793000	"111010110110101000000000010000011100010010001000001010010000000010101000000101000000010110001"
794000	"111010110110011000000000011000011000100010001000000010011000001110111000001110100000001111001"
795000	"111010101110111000000000001000001000100010001000000010011000001111111000000011100000100110001"
796000	"111011101110111010100000010001011010010010001000100010011000001111101000000111100010000110001"
797000	"111011100110111000100000010000011000100010000000100010011000001111101010001011100001000110011"
798000	"111010100110111000100000011000011000000010001000000010011000001111101000000111000000010010101"
799000	"111011101110010000000000001001011001100010001000000010011000000110011000001111000000001110111"
800000	"111011101110111000000100010000011000010010001000000010010000001111101000001111000010000010001"
801000	"111011100110111000000000010000011000110010000000100000011000001111101000001011000000010110101"
802000	"111010110110110000100010011000011100100010001000000011010000000111110100001011000001000110100"
803000	"111010000110100010000000010000011000100010001000000010011100001111111001001111100000000110000"
804000	"111010100110110000000000001000011000100010001100000000011000001101001000000110100000000111000"
805000	"111010101110000000000000000000111000100010000000000000011000001110101000001110000000000111001"
806000	"111010110110000000000001011001001000110010001000000010011000001111111000000011000000000110001"
807000	"111010101110111000000000011000011000100011001000000010011000001111001001100111000001000110011"
808000	"111010110110001000000100010000011100100010000000001000011000001011111000100011000001000110001"
809000	"111011111110100000000100010001011010110010000000100000010000011110101000001001000001000110001"
810000	"111010101110110000000000010000011100100010000000100000011000001111111000000011100101010110011"
811000	"111010100010111000000010011001011000100010001011100000010000001011101001001111000001001110001"
812000	"111010100110011000000100011000111110100010100000100010011000011111011000100001100000010110001"
813000	"111010101110011000000001011000111010100011011000000000011000001111101001000011100000001010100"
814000	"111010100110101000000100011001111000100011000000000010010000010110101010000011000000000010000"
815000	"011010101100101010100100010101111010100010001000000110011000001100111011100111100000011110000"
816000	"001010101100010000000100010001111000110011101000001000011010001110101000101101010000101010011"
817000	"101000100110111000010100010000011100100010001000000010011000100011000000101011000001010010110"
818000	"111101110001000100010000010011000010000000000001000011001000100001101011000011010001011010010"
819000	"101100110100011110100101101110100011101001001100100111111010101100000011110010100010000000101"
820000	"111000001010101001111100010000101100000100000000001000010100001100111000000011000101100110110"
821000	"111010000010001000000000000001011000010010001000000011010000001110000000100001100011001110001"
822000	"111000100110010000000100010001111001100010001100000000011000001111111001001011000001000010101"
823000	"011001101100100000000000011000111000000010001001000000011000001110101010001111001011001110001"
824000	"011011100010101000000000010000111000100010000000000010010010001011100000100001000000000110001"
825000	"101011101010110001100101010101011000000000001001000000010001101110011000110111000010010101101"
826000	"111010100110101000000000011001111000100010001000100111011000001110111000010111000000000110101"
827000	"111010110110000000000110010001111000100100001000000000011000000011011000000011000010001110101"
828000	"111010101100100000000100011001101000100010001000000000011000000111111000000111000010000010111"
829000	"111010100110101000000000001001111000110010100000000010011000001011111000001011100000000110001"
830000	"111010110110111010000100011001011000100010001000000010011000000110111000000011000000000110001"
831000	"111010101100011000100010010001111010110100001000000000011010001110010010010111001001000010001"
832000	"111010101110100000000000010001011000110010001000000000010000000110111000100111000011000110110"
833000	"111010100110111010000000001001011000000010001000000010010000001110111100000111100011011110001"
834000	"111010100110010000000000011001011000110010001000000010011000000110111100001110000000000110101"
835000	"111011101110010000000000010001011000110110001000000010011000001110110000000111000000000010001"
836000	"111010100110100000000000010001011000100010001000000010011000001111101001001101000001001010001"
837000	"111011100110001000010000010000011000000010001000000010011000001101011000001111100000010110001"
838000	"111011101110011010000000010001111000000010000000100010011000011111011100000011000001000110001"
839000	"111011101110101000000000011001011000100010000001100010011010001111100000001111100000000110001"
840000	"111011100110011000000000011001000000000000001010000011010000001001101000001001000000000110001"
841000	"111010101110111000000000010001011000100010000000000010011000001011111001000111000000100110101"
842000	"111011100110110000000100010001011000100010001000000010011000001111111000101111000001000110101"
843000	"111011100010111000000000010001011000110010001000000010010000000000111110001111000001100110101"
844000	"111010100110110000000101010001111000100010001000010011010000001111101000000001110000000110101"
845000	"011011100110111000100000010011001000100010000000000010011011000010101000000011100000000110011"
846000	"011011001110110000000101011001001001100010000000000010011101010111110000000101010001000110000"
847000	"011011100110000000000100010000011000100110001010000010010000001011001101000111000000000110101"
848000	"111010101110001000100000010000111100100000001000001000011000001011011000001011010000000111101"
849000	"101011101100010000000000011000011000100010001010000001111000000101111001001011000011010110001"
850000	"101010010100111000000100010000101000100010100000001010111000101011000011110110001010101110001"
851000	"101010101110100000000000000000001010100010000000101000011100001111111000101111000010110010001"
852000	"111011111110011000000100011000011100010001000000110011010000010101001000110111000101000010101"
853000	"111011110100101000010000011000011100000000101010101110011000001100111011101001000011010110011"
854000	"101111101110011000000000011000101000100010100001010110001010010111100000001011000000001010000"
855000	"101000110010001100010100001001111100100010000100000101010000011111111000001111000011000100011"
856000	"111011101110011000000001111001001011110010010000001010011000001110101111110111100010000010101"
857000	"111010101110000000000000011001011000100010001000000010010000011011111001001011000010010110010"
858000	"111010111110011000000000011001111000100010000000000000010000001111111000000111000000000010000"
859000	"111010101110011000000000010100011000100010001000000000011000001110111000000011100000000110001"
860000	"111010100110101000000000011101011000110010001000000000011000001111001001100101000010000010101"
861000	"010010111010100000100000000001111101100010000000000011011010001010010001010010000110000110111"
862000	"101010101110111000000000010001011000110001000000100010010000001111101000000110100000000110111"
863000	"101011101110111000000000011101011100100010001000000000110100000100011100001010100011000010001"
864000	"111000100111000000000000011000101011011000000000000010010000001110111100010111100000000110011"
865000	"111010110010001000000000010001111001000011001001000010011000000011111000001111000000000010111"
866000	"111010100110110000100100011001011001000010001000100010011000001111111001100011000000010110101"
867000	"111110100110101000101100010001011100000010001000100010011000001111101000110101000111000010011"
868000	"111010101010001000000000010000111000100100001000100110011000001111011000000011100001000100001"
869000	"101001101010111000000000011001011000010010000000000010010000000011010000000011000001010110000"
870000	"101010100110011010000101010001111000100011001100000110010000000000110000000010001000000110001"
871000	"100010000100001000000001000001010011011001010000100000010000001101010001100010100100110010100"
872000	"111010100110011000000101010001011101100010001000000000000000001111011000000111000000101010001"
873000	"111010110110010000000010010000011001100010001000100010011010000111111000010011000000000110001"
874000	"111011101010000010000100010000011000100010001001100000010000001111111000000011000000010110000"
875000	"111010101110011000000100010001111001100010011000001101011000000110011000000100100010010110001"
876000	"111011110110001000000001010001111000000110001000000010011000001111111100101111000000000110001"
877000	"111010100110011000000100010000011000000010000000000000011000000111011000000111000000010100001"
878000	"111010100100011000101100011001011000010000000000000010011000001111101000000111000000010110011"
879000	"111000100110100000000000000000011000110000101000000010111000001111001000000011000000100110001"
880000	"111011101110011000000000011001111000100010001000000000011000000010110100000101100000001110001"
881000	"111011100110101000000100010001011000100010001000000000011000011011101000001111000001000110001"
882000	"011011101010111000000100011001001100100010001001000010010000001110111000000011000000000110001"
883000	"111011101110111000000100011001011000100010001000100000011000001111111000001111000001000110001"
884000	"001000011110101100001101000000000010100001000100001010100110100101101101100001000101010010110"
885000	"101100101000110111000010111101000001100010000000000010100000101100100001001100000100000010000"
886000	"111011100110011000000000010001111101100010001100100010011010011011111000000100110010000110001"
887000	"111010100101001000000000110011111000100010101000000010010010100111011010100110000010010010010"
888000	"111011101010011000000100010001111000110010000000000000010000001011101000001111000000000010011"
889000	"111000101100010011000000011001100000000000000000000000111110010011011100001011101000000110011"
890000	"111011100110110000000000011001111000100010001000000010010000001111111000101111000001000110011"
891000	"111011111110111000000000010001011100010010000000100000010000011110011000100011000000000110001"
892000	"101000101100011000100100010000111000100010001000000000010000000111110010001111000000000110000"
893000	"111011101110011010000000010001111010000010001000000010011000001110101000000111000001010110000"
894000	"111000000010001010001001010000001001100010101000000010111010001110010000100011000011000110011"
895000	"111011101110101000100000011000011000100010001000000000011000001111101000100111000001000110001"
896000	"111011110111000010001100010001011000100010010000000011010010001111110000001111100000001110010"
897000	"111010110110101010000110000000011000110001001100001001011001010111011000000111010001000100001"
898000	"001000100110100010010110010001011000110010011000000000010010010111010000000100010101000010010"
899000	"010010101110010000100000011001001000100010000000100010010011001111111000001011000001000010000"
900000	"111010100110010000010000011000101000100010000000000010011000001111111000001111000000000110001"
901000	"111010100110111000000000010001011000110010001000000010011000001110101010001011000010010010101"
902000	"111010111110011010100000010000011000100000001000000000010000001111111000001011000000010110000"
903000	"111011100110001000000000010001111001000010001000100000011000001111101001001111001001000110001"
904000	"111011101110001000100100010001011000100010000000000010011000001011101100000111000000000110001"
905000	"111011110110100000000000010101011000100010000000000010011000001111111000101110000000010110001"
906000	"111011100110100000000100010001111000100010000000000000010000000011111001000111000010000110001"
907000	"111010100110010010000000010001111000100010100000101010011000010111100000000111100000000010000"
908000	"111010100110100100000000010000111000000010001001001010010000000010001000000111000000000010001"
909000	"111010100110111010000100010011011000100010001010000000011000000111001000000110000010000110001"
910000	"111001100100011010000000011001111001001011001000001010000001000110111000001011100010010110000"
911000	"111010100110010000000010011000011000010010000000000000011000101111101000000001000001000110001"
912000	"111010100010000100000000110000011101110110100000101010010100101111001000000111000000010100111"
913000	"111010101110100000100000011001101000110010001000100010000000001110001001101001000001000111111"
914000	"111010101100001000000100011000011000110010001000000000001000001110010000001011100010000110001"
915000	"111011101110000000100000000000111010100010001000100010010000001111111000100111000011001010101"
916000	"111011101110011000000000010000111000000010000000100000011000000110111000000111000000010110011"
917000	"111011100111011000000001010000011000110011000000000000010000001111111000000010100001000110011"
918000	"111011111110011000000000011001111000110010000000000001011000001110111001001111000001000110101"
919000	"111011100110001000000000010000111000100010001000000010011000001111111001001111000001011110101"
920000	"111010110100010000000101000001011000000110101000000000011000001110110000101011100000000010001"
921000	"111010100110101000000100010000111000100010001000100010011000001110100000100001100001000110001"
922000	"111000100110001000000000010000111000100010000000001010011000001111111000001111000001000110001"
923000	"111010111110001100000100011000111100100010001000000010011000001011111000001010000001000110101"
924000	"111010101110001000000000001001111000000110000000100000011000001111111000000000000000001010101"
925000	"111110000110001000000000011000111000100010001000000010011000001011011000000111000001000110011"
926000	"111001100110000000001000010000011100100010010000000010011100001111101100001111000010000010001"
927000	"111010100110010010000100011000011000110010001000000010011000000111111001001110000010000010001"
928000	"111110100110011000000100011000011000100010000000000010001000001111111000000111000010000111001"
929000	"111011101110011000000000011000011000000010001000000010011000001111111000001111000001001110001"
930000	"111011100110110010000000010000011100100010000000000011010000000110101001001011000000000110001"
931000	"111011110110111000000001011000111000100110000000100010010000001111111001000111000011000110001"
932000	"111011101110111000000000010001011010100010001000000010010000001110111001000111000001001110001"
933000	"110011100110111010000000010001011000100000000000000010110000001111111000000111000000000110001"
934000	"111010101110101000100000011001011001110010001000000010010000000111011101000111100000000110101"
935000	"111000110110001000000000011000111000100010001000100010011000000011111100001011000000010110011"
936000	"111011100000111000000000011001011000110010001000000010011100101111111010110111000001000110001"
937000	"111010101010001000100000011001011000100010010000001001010010000011101100001111000001000110001"
938000	"111010101110111000000000011001011000000000000000000010010000000111111001000101000001000110100"
939000	"111011100110011000100100010000111000100010000000000010011000000011111010100111000001000110001"
940000	"011010010110001010100000000100011000110100101001000111011001000111010001001001000000000010000"
941000	"110000000100100110000101000100001000000000100111001010100000100011000010100001001000101100101"
942000	"111000000001000000010100010000111000000010000000000010010010000011101000000111000010000110010"
943000	"101010100100110000100011000101111000010010000000000010010000001011111100000011000000000110010"
944000	"111010100110111000000000010001111000100010000000000000011000001011110001000011000110000110001"
945000	"111011101110011010000001011001011000000010000000000000011000001110101000001110000011000110001"
946000	"101010101010011010000010111000111100100010001000000010010100001111111001000001000110000110001"
947000	"111111101110111000001100011000010110100010001000000010010000001111111100001111000000000110001"
948000	"111010100110011000000000011000011000100010001000000010011000001110111001100111000001000110011"
949000	"111010100110011000000000010000101000100010001000000010011000001011111000010010100001000110101"
950000	"111011100110111000000100010001011000000010001000100010011000001111111000000111000000000110011"
951000	"111011111110111000001000010000011000100010001000000010011000001111111000001011100000000110000"
952000	"111010101110010000000000000001011001100010000000000010011000011111111000000101100001000110001"
953000	"111010110110110000000000010000111000100110001000000010011000001111010100001111010000100110001"
954000	"111011100110011000000000011001111000000010001000000010011100001111011000000011000000000010111"
955000	"111010101010011000000100011001011000100010001000101110010000001110111000000111100000000110001"
956000	"111010100110001100000000001000011011100010000000000011011000001111101000000011000000100010001"
957000	"111011101110110000000000001000011000000010000000000000011000001110111000000111000000100110101"
958000	"111110100110111000000100010001011000100010001000000010011000001110111000001111000000000110001"
959000	"111010101110011010000100010001011000100010000000100000011000000011111001000111000011000110001"
960000	"111010110110010000000000011001011001010110000000000000011010001111110001001011000011000110001"
961000	"111010100110010000000100011000011000100010001000100010011000001111101000001100000000000111001"
962000	"111011100110110000000100011000011000100010000000000010010000001011101101000110000100100010011"
963000	"111010111110111000100000010001011001100000000000000000011000001011110000001111000001010110011"
964000	"111011001010010001000000010001001010100010011000001000010000001011111000111111001011101110001"
965000	"111010101110011010000100010000111000100010101000100000011000000111110000000110010001101010011"
966000	"111011110110100000000000010001011001101010000000100000011000001111111000000011000000000110001"
967000	"110011101110001000000000010001111010100000000000000010010000001011001001100111000000001010100"
968000	"111010100110101010000000010001111000110010000000000010011000000111111010000011000010000111100"
969000	"111010100110001000000101010000111000100010001001010000011000001111111010011111000000000011000"
970000	"111011101110111000000000011000011010100010001000000010011011000110110010001001100101000000001"
971000	"111010100110101000000000011001011000100010001000000010010000001110100000000111100001010110000"
972000	"111011100110010000000011000000001001110010000000000010010100011100100000000001000000000010111"
973000	"111011110110101000000000010001011000100010010000100010011110100111111000001011000110000111000"
974000	"101011110110011000000000010001001000000010001000000000011010001111001100000111000000000110001"
975000	"111010101110111000000100010000011000000110001000100011010000000111101001000111100001000110001"
976000	"110000101110100000000001010001011000100010001000000010010000001111111000000110000000001110000"
977000	"111011111110010010000000010000111001000010000001000000011000001111101000000111000000010110100"
978000	"111011101110000000000100011000011000000010001000100010000000000011101001001011100010000010001"
979000	"111001101110111000000100010000111001100010000000000010010000000110101010001011000001000110101"
980000	"111011101110010000000100011000111000100010000001000010011000001010101000000111000000000110011"
981000	"111010101110101000000100010000111001100010001001000010010000000111110000011011000000101110101"
982000	"111011110110111000000100011001111000100010000000000000011000001011111000000111000001000010001"
983000	"111010100110001000000100010001111010100010001000100010011100000011110000000011000000000110001"
984000	"111011100110011000000000010000011000010010001000000010010000001011110000011111000000011110001"
985000	"111010101110101000000100101001011000000010001001000010010000001111111001000011000001000110011"
986000	"111010101111001000000000011001011000100110001000100010010000001111111000100011000010000110011"
987000	"111010100110111010000001011001111000110010000000000000011000001111101000000001000011000110000"
988000	"111010101110001000000000011000111000000011010000101000011000000110111000000011000000000010001"
989000	"111011100110110000000000001001011100100010001000001000011000001011110000000111000000111110001"
990000	"111010101110111000000000011001011001000010101000100010011101000000010101001111010010000110001"
991000	"101010101110011010000100010001011000110010001000000010010000001111111100000011010000001110001"
992000	"111010100110100000000000001101011010110010001000000010011000001011111001000011100000000110000"
993000	"111010100110110000000100010001011010010111001001000010010000000011100001001111000001001111000"
994000	"111011101010001000000000010000111000100110000000100000011000001010101000001101000010001110001"
995000	"111010101110111000000000011001011000100010001000000010010100001111100010100011000000110110001"
996000	"111011101110101010000100011001011101100010000000000100010010001111111000001111000001010110000"
997000	"101011100110100000000000010001001100010010001000100110011000001111101001001010000010000010001"
998000	"111010100100011000110100010001011000110010000000100010011011001110101100000001000001011110011"
999000	"111011101110101000100000011001011000100011001000100010010000001110101000001111000001000010001"
1000000	"111011100110101000000000011001011000000010000000100000011000101110111000010101010000011110001"
