# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sun Feb 09 16:31:59 GMT 2025 [seed=1739118718494]
# table.xml
state	table
370000	"111110100110011000000101010001011000110010000000000010011100001111111001000111100010000110001"
371000	"111010101110111010000000010000011000100010101000000010010000001111111100001111000010000110001"
372000	"111010101110111000000000011000011000110010001000000010011000000111111000110111000000000110001"
373000	"111011101110100000000000011000011000000010001100000010011000001010111000001110000001000110001"
374000	"111011110110001000000100010000011000110010001000100110011000001011110001110011000001000110001"
375000	"111010110110010000000100010000011000000010001000000010011000001110110000000111100001001010101"
376000	"111010101110011000000000011000011000100010001000000000011000001111101000000011000001010110001"
377000	"111010101110010000000100011000011000100010001000000010011000001011101000000111000000001110001"
378000	"111010110110000000000100010011111010100010000000000010011000001111110000000011000000000110101"
379000	"111010110110101000000001010000001000100010001000000000010000001111111010001111000001000110001"
380000	"111011111110001000000000010001011000100010001000001010011000001111111010001111000001000110001"
381000	"111011100110111000100000010001111000010110001000100010010000001111101000000101000010000110001"
382000	"011011101110111000000000010000011100000010001000000000010000000111111001000111100011000110001"
383000	"111110100110011000000000000001011010010010001100100010011000001110101000001111000001010110001"
384000	"111011101110011010000100010000011000100010001000100010010000000110001000001111100000000110001"
385000	"111011101110111000000001011001001000100010000000000010010000000110111010001111100011010010001"
386000	"001100010100010010000111010001101101011110101100000100100001001010001000111101000001000100001"
387000	"110101100110111000010100010001000001010010101000001110000010101010111000001110000100011010010"
388000	"110010000000100100111001111101011100000011000100011011111010101001110010110010000010000110000"
389000	"111010100010000000000000000001001001100010000000001010010000001011111000001111100010010110001"
390000	"111010101110000000100100011001011000100010001000100011011000001111101000101011100001000110011"
391000	"111010100110000010000000011001011011110010001000000010011000000111101000000111100001000110001"
392000	"011010100010101010000000011001111000010010111000001110010001000111110000101011110001100110101"
393000	"101000110011100000001000110001011000100001011000101000111001001110110000101111100000001111000"
394000	"111011101110010000000100010001111000100010100000000010010000010110101100000100000000000110011"
395000	"111010110110100010100000010001011000100010000000000010000000100110111000001111100101000111000"
396000	"111010100010010000010100010000011000110010000000100010011000101010101000000111000000100110010"
397000	"111010100110011000000100010000111000100010000000000000010000000111111001000110000001000110011"
398000	"111011100110100000000000010001011000110010001000100010011000000110111001010111000001000110001"
399000	"111010100110101000000000010000011000000010000000000000010000001110111000001111000000001110001"
400000	"111011100110110000100000010001001000101010001000000010010000000111111000010111000000000110000"
401000	"111011100010011000000101010000111100100010001001000010011000001011111000000001000000000010001"
402000	"111001100110111100000000010001011000100000001001000010111000000001111000110011001001000110100"
403000	"010010100110000000000000011001110000000000001000000010010001001010001011010111100001000100111"
404000	"111010100110001000000000001101011000100010001000000011011001000111100001101111000010110110001"
405000	"111010100110111000000001110000011000110000000000000000011100000101011010101110100000000110101"
406000	"011001101110011000000100010100011000100010001001000000010000001010101100101001100001000110001"
407000	"111010100110110010000000010001011000010000001000000100010000001101001010000011000100001111010"
408000	"111011101110010000000000010001111000110010001000100011011000000110101000001010000000001110100"
409000	"111010100101010000000000010001011000110010001000100010111000001110101001001111000000000111000"
410000	"111010111100010000000000010001001000110010001000000010011000000110110001001111000000000110001"
411000	"101111110110111010100000011011111000000010000000000010010000100110110100000011000011010110111"
412000	"101010101110111000100000010001011001100001001000100010011000101010111000000110000101000110101"
413000	"111010101110111010100000010101011000100010000000000010011010001111111000010111000000100110001"
414000	"101010100110000000001000011001011000100010000001100101011000001110111001111111000010000110001"
415000	"010010101010000000010010010001011110110000000000000100010000011000011000000001100000000010000"
416000	"111011100110001010001000011001011000100010001000000000010000001010110001000111000000010110001"
417000	"111010100010001000000000010001111000110011000000000000011100001010111000001111000000000110011"
418000	"110010100110011110000010001001011000100010000001010010011000011111111011101001001000100110011"
419000	"011110010000111000000100111100111000000100000000001100001000011010101010000111000010001110000"
420000	"111010110111000000000100010001111000100110001000100010111010001111101100001111000000000110001"
421000	"111011101110101000010000011000111000100010001000001000010000001110110000001111000001001010001"
422000	"111000100110000000100101111001001001010000000001101110011000011110111100001111010000000010001"
423000	"111010101110011000000100011000001000100010101000001000011000001010100111001000001001000100011"
424000	"101010110110100000001000010001111000100010101000010010011000001111111000000111000011000110001"
425000	"111011101100011000100101011000111000100010011000000000011000000110111000100111000010000010101"
426000	"101010000000011000000000111000011000100100100000100011010000101000001000001111000000010010001"
427000	"111000010101001011010011110001001000100110001001001000010010111100101100110101000100100011000"
428000	"111000100100111001000100010001001000000010101000000011010000000110011011001010010100000110101"
429000	"111010001110011010100000010001101000100010010100100010011000101111110001000011100001000110011"
430000	"101011010000000000000110011011101110100010000001001000111100001110110000101111100111000100001"
431000	"111000100110011000100100010001011000100010001000100001011110111101001000101100010000001110101"
432000	"111010101000111001110001000001010001110001001000001010010100010011111000000111000000001110100"
433000	"101011101100110000000110010001011001110010101001001011010110000110111001001111000010000110010"
434000	"111111100110110000000100010001111001100010100000100010011000000010101000001011000000000110001"
435000	"111010001010011010001100011100111000010010001000000011010000010110111100100111000101000010101"
436000	"111011111110110010000000010001011010100010001000001000011000000111111000000111100010000110000"
437000	"111010100110100010000000010000011000100110101000000000011000001111111000100011100001010110001"
438000	"111010100110100000001100010000111001000001001000000010011001001111010000001001000000000110101"
439000	"111011101110111000100100010000001000110010001000000000010000001110110000000111100010001110001"
440000	"111011100110111000001001010001011000100010001000000010011100001111111010001111000010001110011"
441000	"111011101110010000000100010000011000100010000000100000011000001110111000000111000010000110001"
442000	"111011100110011010100000011000011100100010001000000010011000000110110000000110100011000110001"
443000	"111010100110011000000000010001011000100010001000100010011000001111111000000011000001001110001"
444000	"111010100110011000000000011001101001110010001000100010010000001110111100100111000010001110101"
445000	"101110100110101000000000010000011000100000001000000010011000010011110000101111000010110110001"
446000	"111011101110011000000000010001011000100010000000001110011000001110100001000111100010000010001"
447000	"111010100110011010001000011000111001110010111000100000011000001011110010000101100000010110001"
448000	"111010101110111000000100011000111000100010001000100000010000011010110010000111000011000010101"
449000	"111011110110110010000000011001011000110110001010000000010000001111111000001011000010000110001"
450000	"111010101110101000000000000000011000100010001000000010011000001111111000101111100000001110001"
451000	"111011100110010000000000000000011010010001000000000000011000001111011000000111000000000110000"
452000	"111010101110001010000000010000111000100010000000000010010000001111101000001011000001101010001"
453000	"111011101110011000000101000000011000000010001000100010010000001111011000001111000000001100001"
454000	"111010100110111000000001010000011000100010000000000010011000000110111000000110000000100010010"
455000	"101011100110111000000100010001011000100010000000000000010000000011111000001111100000000110001"
456000	"111010101110111000000000011001011000100010000000000010011000001110100001000111100000000110001"
457000	"111010100110110000001101010000111001101010101011001010000000000111011000001111100000000100000"
458000	"101011101110101000000000010000011010110010001000000010011000001110011000001111010000001110001"
459000	"111010100110000010100000000000011100100000001000000000011000000000111000001111010010010110111"
460000	"110011101110010110000000000001111100100010000001100000010100001110110000001111100001000110000"
461000	"110000111110001010000000111001001010100011111011000101011000000111101011000111001100010111000"
462000	"111011111010011010000000110000001010101010111001000010011100001010111000000111100000100110000"
463000	"110010100110110010100100010000111000110010101001000010011000001110111000001111000000000010101"
464000	"111110110110010010000000010000101000100010000100000010011000001110011001000011000001010110001"
465000	"111010100110110000000000001000111000100010001000000000011000000111111000001111100001000110101"
466000	"111011101110001000000000010000011001100010001000000000110000000010101100000111001000000110101"
467000	"011110001001000011010101011011000100100000001010011000101011000111010010000000101101110100011"
468000	"111011100110010000101000001000011000100011000000001010011000001110101000001111000000000110011"
469000	"111010101110001000000100010000111000100010000000000010011000001111111011001011000001000110001"
470000	"111010101110000000000001010001111000100010000000001100011000101110111000000001100001011010001"
471000	"101111100111110000000001011000011000000010000000000000011000001011111000000011000010000110101"
472000	"111010111110001000000000010001111000010100000000100010011100001111111001001110000011000110000"
473000	"111011101110011000000000010001011000010110001000100000011000001010001000000011000011000010001"
474000	"111011110110111000000100011001011000110010001001000010011000000110011100000111000010000110001"
475000	"011011101100100000000101010011110001100010001000010000010110001000010000011011100000001101100"
476000	"111010100110111000000000011001111000100010001000000010011000001110111101111011000101000010001"
477000	"101011101110111000000011000000011000100010000000100010001000001110111000001010100010010110111"
478000	"111011111110111010001000010001111000000010001000000000011000000010111000101001000011000010001"
479000	"101010100110110000000000010001101000100010100000000010010000000111001010000010100000000110000"
480000	"111011110110110000100000010001011000100010000000100010010000000111111000000111000000000110111"
481000	"111011101110111000000100011001011000100010000000100010010000001111110100000111100110000110101"
482000	"101010100110001000000000000000011000100010100000000010011000001010011100001011100000000110001"
483000	"111010101110001000000001010001011000100010001000000010011000001110011001001111000000000110001"
484000	"111100000110100010000001010001111000100010100000010000010000000101111000001110000000001110011"
485000	"111010101101001100000000011101111111100000101000100000010100011110011000100100101101000010001"
486000	"101010110110110000001000001001011000100010001000000000011000001110111000001111100010000110011"
487000	"011010100110001000100000011000011000000010000000000110011000001111111100001011000000100110011"
488000	"110010001110011000000000110001111010100010101001010000001100001010010001000011011100110010111"
489000	"110010101010111000000100111001011000000000100000000010011000001110001010101010000010000110101"
490000	"111011101110110000000000001001101000010010011000000100011000001110101001001111000000001100101"
491000	"111010101110110000100100011001001000100010101000000010011000001111110100001011001000000100001"
492000	"110010111110110010000001011001011010100000100001000010011000001100011100001001100011001110011"
493000	"111011101110011000000000011001111000100010001001100000010000001111110010000111000001001110011"
494000	"111010111010110000100000010001011000100010001001000010011000001110111000000111000001000110001"
495000	"111010101110010000000100011001111000100010001000001010011000001111111001000111000000001110101"
496000	"111010001110111010000000011001011010010010000000000000010010001111111000001111100000001110101"
497000	"111011111110000000000000111001111000010011000000000000011000001110111000000011000000000110001"
498000	"111011101110001000000000011001011000100010000000001110011000011111110000010110100000000010011"
499000	"111000110110001000000000011001111000100010000000000000110000000110111000000110000001000010001"
500000	"111010000110101000000000010001011000110010001000000010010000000011111000000111100010011110000"
501000	"111011101110010000001100010001111010001010001000100010010010001111011000100101001000010111001"
502000	"011010111010100000000100101000000000100010101010110011000000110100001001100100000000011010000"
503000	"101001100101011001010001000001101110110000101001101010101010001101010110001100001101000010000"
504000	"111010110110101000000000000000111000000010100000100010010010000011111100000111100011011111001"
505000	"110010110110101010000000010111001001000000100000010010010000000011010000000111010000010010001"
506000	"111000101110010000000100010001011000100110001000100010111000001111010000000101000001000010011"
507000	"111011101001101000010110010000101001100110000100110001110111100000011011000110100100011110000"
508000	"101001101010111000001000101100001110100010000010100110110000011101100000000001100100010110101"
509000	"101001110110010000000110111001011010110010001000100000011001001100011001001010000011000010101"
510000	"111010101110000000100000011101111100110010001000001010011000001111011000100111001000100110111"
511000	"011010001010010000000100000101011100100100000000101000111000010111010100001011000001100110010"
512000	"111010101110001000000001011100001000100011101000000111111000011111010000000011100000000110001"
513000	"111010100010110000000000000001111000000010001000101010010000001110101000000101000000001110100"
514000	"111110110110001001100100011000111000110100000000100010011010000011111001000011000000000010000"
515000	"111011101110001000000000010000011000100000001001000000011000001010101001111001000001010110011"
516000	"111110101010101000000000011001011000110010001000000010011000000111001000010011100001101010011"
517000	"111010010100111000010000100001011000100010000000101010111000001011001001001011000000010100001"
518000	"110010101010111000100000010001011000100110100000100010010000000111111010000101000010000010111"
519000	"111001101110101000001001011000011000100001000000111100110000010011001000100111100011001001000"
520000	"111100110100010110100000110100010010110010100100001100011000100010010010000011110000000010001"
521000	"111010100010110010000001011000001000100000001000001010010000010111101101100011100000010010001"
522000	"111011111110111000000000010001011000100011000000000110011000001011111101001111000000100110101"
523000	"111011010110100000000000001001011000010110000000000010010000010110011000001011000001000110001"
524000	"111011101000001000100100011101101010100000000000001000011001000110101000001011010001010111001"
525000	"101101100001001000000000010001011000100100100000010000011110110011000001000011000101111011000"
526000	"111010110010001000000110010001111000100000000000100000011000011111100001000110000000001110000"
527000	"101000100110001001000100001001010000100010000000001010011001001010111101000111001100100110101"
528000	"111010110110011001000000010000111000100001001000100010011111000010001100101110000000000110001"
529000	"111010101110111000000100010000011010100010001000000010011010001111111010000111000000000010101"
530000	"111011100110001000000100010001011000110110001000000010011000001110111010000011100001110110001"
531000	"111011110010011000000000011001111000000110000001000000011000000111101110001001101001000010000"
532000	"111011100110001000000010010000011000100000000000100010011000000111011000000101000000000010011"
533000	"111000110110001000000000111001111001000010001000000000011000010111111101000111100001110110000"
534000	"111010100100001000101000000001011000000010001000001001001000001100101010000101000001001010000"
535000	"111011101100010000000100011000011000100010001000001100111000001010001010001110000000000110001"
536000	"110100001000011000000000010110000000101011101000010101001100000001001111000001010110000001110"
537000	"000111110010011000000110011011101110000000100100010010001000000000000000110001000100100000000"
538000	"111000010000000100010111000001011001110000110010001110000000001110001110100001000000101100101"
539000	"101011100110111000100001010001011000000010001000100010010000001110111010000011000001001010001"
540000	"111111000110001000000011001101011000110010000000100010011010101111110000101101110010000110101"
541000	"110111001010001101000000010001011010000010000000101001010010001010001000001001000000000110111"
542000	"111010101110101000000100011000111100100010000000000010011000001110011000001111000010000110001"
543000	"111010100110011000000000010001011000100010001000000110011000001111101000101111100011010110001"
544000	"111011101010101000000000010001011111010010001000100010010000001000010101001111000010011110101"
545000	"111011100110101000000100010001011000100010001000000010011000001111111000001111100000000110001"
546000	"111011111110011000000000011000001000000110000000100000010000000011011000001111000000000110101"
547000	"111011100110101000000000011001011010110010000000000010011000001111100000001111000000000010001"
548000	"111010100110001000000000010000011000100110000000100010011000001010111000001111000001000110101"
549000	"111010100110001000000000011001111000100010001000100000011000001111101000001011000000000110001"
550000	"111010100110001000100000000001011000101010001000000000010000001010011000000111000001001010011"
551000	"111010110100100000000000000100101000100010001000100010011000110111100000000111010010100110000"
552000	"111010111110111000001101011000111000110010001000000100010010001101111001011101000000100010101"
553000	"111010101110001010000000011000011000000010000000100010010010000111111000001111100000011111001"
554000	"111010101110011000000000010001111000100010001000000010010000000111100000000001000011000110001"
555000	"111010101110111010100100010000011000000010001001000000010000001110111001000111100001000111001"
556000	"111010100110110000000000011001001000100010001000000010011000001110111000001110000011000110001"
557000	"111011110110111000000100011001011000110010001000000010011000001111110000011011000010000110001"
558000	"111010100110011000000000010001011000100010000000000000010000001111101100001011000000010110001"
559000	"111010100110001000000000000100011000110010000000000010011000000110111000001010000100000110001"
560000	"111011110010011010000100010001011000100010001001000010010000001111100000100111000001000110001"
561000	"111010101110100000010000011000111000100011000001000010001000010111101000000011000001000010001"
562000	"101011100010001010000001010000111100100000000000100110011000100111001000010011001000000100001"
563000	"111011000110100010000100011000011000000010101000000010010000001110111101001111000001000110011"
564000	"111011100110011000000000010001111000000010001000000010011000001110110001000111100011010110000"
565000	"111010100010001000100100011001011000000010001000000000011000001111101011000110000100100010000"
566000	"111011111110110000100000010000011000110010001000100010011000001111111010000111000001010110001"
567000	"111011100110011000000000010000011001110010001000000000011000001011101000000110000000000110001"
568000	"111010101110001000000000000000111000100010001000000110011000001011101000000111100000010100001"
569000	"111011101110110000000000111000011000100010000000000010010010001111111000000111000000000110001"
570000	"111010101110000010100001010000011000000000001000000010010000001110111000000010000001010100001"
571000	"111011101110011000000001000010101000100010001000100010011000001110101000000111000001010000001"
572000	"111010100110011000000000011001111000100010001000100010011000011010111000001011000000000100001"
573000	"111011101110000000000000010000011010010010000000000010000000000110100000100011000001000110001"
574000	"111011100110111000000100010000111001000010001001000110011000000110101000001111000001000110001"
575000	"111011100110001000000100011001011000100010001001000010011000001111110000111111100000001110001"
576000	"111011101110011000000001010000011001110010011001000000011000001110111000001111000001010110001"
577000	"111011101110111000000000011000011000000010001000100000010000001111011000011111000001000000001"
578000	"111010101110001000000110011001111100110000101000000000011000000011011010001111000000010100001"
579000	"101011100110011000000100010000111010100010001000010000011000001111111010000111000000001100001"
580000	"111010101110111000000000010000011001000000001000000010011000001111011000011111100000000110001"
581000	"111000101110111000001000010001001000100010000000000010011000001111110000001111010010000110110"
582000	"110010001001111100011000111101110010101010001010000000111000001010101010000000100000000110101"
583000	"111011101110001000001000010001011000100010001000000010011000001111011100000011100001001110001"
584000	"011010110110011010100000011001001000100010001000000011010000100011111000000011000000000110100"
585000	"111011100110101000000100010000011000100010001000100010011000001111101010000100100010110110001"
586000	"111010100110011000000100001001011000110010010000000010011000001111101000000111000001000010111"
587000	"111010010010111000000000101001010000010000001100010000111000000110110001010011001000001110100"
588000	"111010100110001000000000011001011000100010000000000000011000001111110000100111100001010100110"
589000	"111011110110001000000000011001101000010010001000100110011000011010010000001101000000011110011"
590000	"111001001110011010010010011001111111100000000000100010001010001111111000011011000000010010100"
591000	"111011101010011000000000000001110001000110000001100010011110001110111000001011000111101110000"
592000	"111010110110000000000000010001011010000010001000000000010000011110111000101011000001000111000"
593000	"111001100110111010100110010001001000100010101000000010011000000010101000001111000001000100000"
594000	"110011101110000000000100000001001000110000001000000010011000001110111000000000100011000110001"
595000	"111001111110111010100000001001001010010110000000100100011000001111001001111011000011000110001"
596000	"111010101110110000000000000001011010100010001001000110011000011110111000001111000000001110001"
597000	"111010110110011000000010010001011000110010000000001010011000001111010000000011000000000110101"
598000	"111010101110011000001010011001110000000010101000101010010010011001100100001011001000010111011"
599000	"111010001110000000000000010000011100010110001101100010011000001111010000000010000000000010001"
600000	"111011100110111000000000011001111100100010001000001010001000001010011000101001000000101010101"
601000	"111010101110101000000001001000011000100010000000000000011000001010111000001111000010000110001"
602000	"111010101110111000000100010001011100000110001000101000010000001110111101001101100000101110101"
603000	"111011100110101010000000010000011000100010001001000010010000001111011000001111000001000110001"
604000	"111011101110101000000000010001011001100010000000000000011000001110111001001111000001000110011"
605000	"111011101110111000000001010001011000100010001001000000010000001111011000001111100001000110001"
606000	"111010100110110000000000010000011000100010000000100000000000001111001110000111000001000010001"
607000	"111100111000000000000001010111001010100000100000000010110000101001111111010011010100001010110"
608000	"000010101110101010100000010101011000001101000100001001010011000111101010000011101000010100000"
609000	"101011101110011000000100010001001000100010000000000010011000011110111001000111100000000110101"
610000	"111010101110011000000000010000011000100010001000100010011000000111001000000111000011100110001"
611000	"111010110010110010000100010001011000100010001000000010011000001110111110000011100000000010011"
612000	"111011110110001000000000010001001000100010001000000010011000001111110000001111000000000110001"
613000	"111010101110001010000000010101001000000010001000010010011000011111111000000111000000001110001"
614000	"111010100110111000000100010001111000110010001000000000010000001111101000001011100011001110111"
615000	"111010101110101000000100010000011000100010000000100010011000011111110000000111100000010110001"
616000	"111010101110001000000000010001111000100010001000000000011000001111111000000011100001001110001"
617000	"111110101110000000100110010000001100000110001000000010000000001011111100000011000110000010001"
618000	"111010100110111000100000010001011000100010001000000010011000001111101001000001100001001110001"
619000	"111011100110011000000000011001101000000010001000000000011000001011111000000111100010000110001"
620000	"111011100110111000000100011001111010100010001000000000011000001111111000101111000001101110001"
621000	"111010101110001000000000001000011010110011001000000000010000001110011000000111000001001110001"
622000	"111010110110111010000000000000011000010010000000000000011000001111111000001111000000000010001"
623000	"111011101110111000000000010001011000100010000000100110010000001110101000001111100001000110001"
624000	"111011101110111010000000010001011001110010001000000010010000001111111000010111000000000110001"
625000	"111010101110010000000000011000011000000010001000000010010000000111101000001111100001010110000"
626000	"111011110110110010000100011001011000100010000000100010011000001110111000001011000001001110001"
627000	"111011100110101010000100010000011000110010001000100010011000001011111000000011000000000110001"
628000	"111010100110111000100100011000011000100010000000000010011000001111111000001010000001000110001"
629000	"111011100110111000000000011000011000000010001000100010011000001111111000001111000000000110000"
630000	"111010100110101000000100011001011000000010001000000000011001000111001001011111010000000110011"
631000	"111011100110010010000100010001111000100010001000001010011000001110101010000111000010000110001"
632000	"111010110110110000000100011000001000100010001000100010011000001110110001001111000000000110001"
633000	"111011111110010010000100010000011000100010000000000100010000001111101000001011100011000110011"
634000	"111010100110111000000010010001011000110010001000100010011000001111111000000111100001010110101"
635000	"111010110110111010000000010000011000110010100000000010010000000010111000000101000000000110011"
636000	"101000110110011010100001000001011000100010001010000000010000001111101000001101100010000110000"
637000	"111010101110110000000000010000001000100010101000100010011000001111110000000111001000000101001"
638000	"111011101110011000000110011001011000100010001000000000011000001111010000001011000000000110011"
639000	"111011101110110000000000011000011000100000001000000000011001000111111011000111000000000110001"
640000	"111001010110101000100000001101011000100010001000000011001010111010001010000111001001000111010"
641000	"111011100100001000000100010001011000110010001000000000011000000111111000000111010000000110000"
642000	"111010101110010000000100010001111000110010001000100000011000000111011000000111100000011010001"
643000	"111010100110001000000100010001111000100010001000000010011000001011111100000111000001001010001"
644000	"111010100110001000000000011001111000110010001000000000011010001111010000000010000010000110101"
645000	"111011000110011000000001010001011000000000000000011010011000001110011000100000000000000010011"
646000	"111010001010111000100001010001011000100000001010001000011010000110101000000110100101000010010"
647000	"111010000111101001010110010001001001000010001000100000011100100000100001001111100111000010101"
648000	"111010000110101010100000010001011010100000100000000010011000001011111000100111100101001110010"
649000	"111010100110111000000000011001011000000010001000000010011000001111101100010111000000000110001"
650000	"111011101110110000000000011001011000000010001000100000011000001011111000100111000010000110001"
651000	"111011100110110000000000011000011000100010001001000000011000001110111000000111100000000110001"
652000	"111010001110110000000010000001011000100010001000000010011000001110111000000111100010001110001"
653000	"111011101110111000001011010001011000010000010000100010010000101111111010001111000000000110111"
654000	"111011100110100010000000011000011000100010001000000010010000001111111000001111000010000110000"
655000	"111010100110101000000100000001011010110010001001100110011000001110101000000001100010000110001"
656000	"111010101110111001000000010001011010100011001000000010010000001011111000001111000001000110000"
657000	"111010100110001000000000011001011000100010001001000100010000001111101010001111100010001110101"
658000	"101011101110111000000000010001011000100010000000100010011000000010101000000111100001000110101"
659000	"101001101110110100100000010001001011100010100000001010111000011100011001001111000011110010001"
660000	"111011101110010000000100011001011000100010000000100010011000001010001000100111000000000010011"
661000	"111010100110101000000000011000111010100110010000100010011000001110110000000101000000000110011"
662000	"101010000110001000000000011010111000100110001000000100011000011011000100000111000001000110001"
663000	"111010101110101000000000000001011000100010000100000010011000001111110000100101000100001010001"
664000	"111010000010111100000100010001111000100010001000100000011000001110110000001101000001010010101"
665000	"011010100000010000100100011100010000100010101000100100010000000101110000100011000000100110101"
666000	"111001001010101010100011001000111000100100010000101000100101000100000011000111010100000001110"
667000	"011101100000010000010010111000111000000011000000100010011011001010000010000010001010100111100"
668000	"111010100010111000000100011000011000000001001000000000011100001110111001000011100011001110000"
669000	"111010100110011010000000010000011000100010000000000010011000001111101000101111000011000110101"
670000	"111011110110111010000100010001010000000010001000100010010000000110111000001011100000001110001"
671000	"101011111010010010011000000100101000000000001000110011111100101011111011001111000001010010001"
672000	"111011001110111000000000010001011000100010000001100000011000010010101000100101100111000110001"
673000	"101011101110001000000100011000011000100010001000000000011010001111111011100011000000000110000"
674000	"111110100110011010000001011001111010100111001000000000011000101111110000011001100001100010001"
675000	"101010000010011011100010001000100011011100000000000001011011011101111000001010110000111000010"
676000	"001011110101110000000100000001011000000010000000000010011000001100111010000110000000001110001"
677000	"111010101110111000000000011001011000110010001000000010010000001110111001101110100001010110000"
678000	"011001110110001010101001110001011000110000001000000010010010001110100010100110110001110011001"
679000	"110010101110001000100000010011101000100010001001000010011010001010011000001111100000000110001"
680000	"111010100110111010000000011001011000100010001000100010010010001111111000001111000010001110001"
681000	"111010110110111000100000000000010000100010000000000010011000001111111000001111000010010110001"
682000	"111011100110011000000000010001011000100010001000000010011000001111110000001111000001000110001"
683000	"111010100110001000000000010000011000100010000000000010011000001011111000100111000011010010001"
684000	"111010100110111010000000011001001000110010001000000010011000001111111000001011000011000010001"
685000	"111010110110111000000100010000001000100010001001101000011000000011111000000111000001000110000"
686000	"111100101110110000000000000000011000010110000001010000011000010111010110001000010000001000010"
687000	"111011101010011000000000010001011000100010000000000010011000000111111001000111000011000011000"
688000	"111011110100101000000100011001111000100110010100100010011000000110000000001010000000010100001"
689000	"111010100110111000000000011001011000100010001000000000011000001011101001000011000001011110001"
690000	"111010101110111000000000010001001000100010000000000010011000011111010000001111100010000110001"
691000	"111010101110110000000000011001011000100010000001100011011010011111001001000011100000000110001"
692000	"111011101110111000000000000001011010100010001000000010011000000111110000100111000000000110001"
693000	"111110101110100000000100011001111000100010001000100010011001101011101000001110100011000110101"
694000	"111010100110100000100000000000111000110010000001000010011000001111111000000011000010000010101"
695000	"111001000110111000110100011001011000000110001000000010011000000010001100000010000010000110100"
696000	"111001101110111000001000010100011000100010001000000010011010001110011000101100000000000010100"
697000	"111011100110011000000000011001011000100011001000100010001001001111111100011011000000000110001"
698000	"111010101110101000000010001001111000100011001000000010010010001110111101011101001010001010000"
699000	"101010100100000000000000011001111000000110011000000010010000011011011000010111000010010110001"
700000	"111010100110001000000000011001011000100011000000000000011100000011111100000111000000100110001"
701000	"111010100110001000000000010001111000110010011000101010011000001111111000100101000001000110001"
702000	"111011101110111000100000011001111000110010001000000000011000000111101001001111000000000010001"
703000	"111010101110110000000100010001011000000010001000000010011000001111111001001011100000001110011"
704000	"111010111110011000000000010000111000100010001000000010010000000110011001011011000001001110001"
705000	"111010101110101100010000011000111000110010001001100010010000001111111100001011000001010110001"
706000	"111010100110111000000100011001011000110010001000000010010000001111010000000111000000010110101"
707000	"111011100110110000000000010001011001100010001000000111010000000111111000000111000001000111001"
708000	"111010100110111010000100010000011000110010101000100010011100100110111100000111100001000110000"
709000	"111010101110101000000100010000111000100010100000000000011000001111001000101011100001000110001"
710000	"111011100110010000000000011001011000100010001000000000010000000111111000000111000000000110001"
711000	"111011111110011000000000011001011000100010001000100010010000001101101100000011000010000010001"
712000	"111010110110100010000100010001001010110011001000010110011010101111011000000001010100100110010"
713000	"111010110110111000000000001001011010100010001000000010011000001111111000001011000010000110001"
714000	"111010100110001000000000011001011000100010001000000010010000001111111001001111000000010110100"
715000	"111010100110011000000100010001111000100010001000000010011000001110101000001111100001000110001"
716000	"111010100110111000000100011000011000100010001000100010000000000111101000000111100010000110011"
717000	"111010100110111000001110101001011000100010000000000010010000001110111000000011100010000100001"
718000	"111010100110111011000000010000011010000010001000000010010100001111101001000011000011001010101"
719000	"111010101110111000000000010000011000100010001000100010011000000111111000000111000110000110001"
720000	"111010100110111100000000010000001000100010000000100010011000000111111010001111100000000010001"
721000	"111010110110000010000000010000111000100010000000000000011000000111111100100011000010000110101"
722000	"110011110110111000000100101000111000000010001000100000010000001011011000001111101010000110101"
723000	"111011100110001010100000010000011000100010000000100010011000000111101001011011000001010110101"
724000	"111011101110010000000000011000111000000010011000100010010000001111101000000111000001001110101"
725000	"111010111010011000001100011001011000100010001000000000011000001011110010000111000000000110001"
726000	"111011101110011000000000011001011100010010001000000110011000001110011000000111101010000010001"
727000	"111010101010000000001000010101101101100010001000100000011100000011111000001101100001001100101"
728000	"111010100110001000000000000001111000100010000000100000011100000111011000001111100000000110001"
729000	"111010100110111000100000011000011010100010001000100010011000001110011000010111000011001010000"
730000	"111010110110001000000000010000011100110010000000000010011000001111011000001011000000000110001"
731000	"111011101110111010100100010000001000100010000000100010010000001011111001000111000000000011101"
732000	"111010100110001000000000001001111100100010001000000000011000011011111000000111000011000110001"
733000	"111011110010111000010000000000011000100010001000000001011000000110110001000101010000110110001"
734000	"111010100110111000000100010000011000110000010000000010011010011010111000000111000100000110011"
735000	"111011101110110000000000011001111000010011001000000000011100001011001001000111100000100100101"
736000	"100010111110001000000100010001011000000011100000000010011000100010100010100101000000100110001"
737000	"110011100010001000000100010000011100010010001000000000011000001010101100001111111001101100001"
738000	"101011101110001000000100110001111000100000001000000000011000000110111100100011100000000010001"
739000	"111010101010001000000000010000111000100010100000000010011000101110101001000101100000010110001"
740000	"011010100110011000000000001001011000000010001000000010011000011111011011000111000001011110001"
741000	"111010101010101000000000010000011010010010001000100000011000001111110000001111000100000110001"
742000	"111110101010100010000010010101100000100110000001011000010000010110111011000101001010000011001"
743000	"111010101110001010000000000001111100110000001000100010010101000111110001000011010000000110011"
744000	"110011100110111010001000011001111000100010011000100010010010001010101000010011000010000110001"
745000	"111010100110111000000000010001111000110110101000000000010000000110111010000011100011000110001"
